Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/15/20 14:58,0.0300261,,2/15/20 14:58,0.0163482,,2/15/20 14:58,0.0033806,,2/15/20 14:58,0.3629952,,2/15/20 14:58,0.0308455,,2/15/20 14:58,0.0143169,,2/15/20 14:58,0.0035453,,2/15/20 14:58,0.3547457,,2/15/20 14:58,0.0047282,,2/15/20 14:59,65.92783432,,2/15/20 14:58,0.0055074,,2/15/20 14:59,65.92783432,,2/15/20 14:59,3.237118483
2/15/20 15:08,0.034466,,2/15/20 15:08,0.0146939,,2/15/20 15:08,0.0031883,,2/15/20 15:08,0.3554779,,2/15/20 15:08,0.0298695,,2/15/20 15:08,0.0131434,,2/15/20 15:08,0.0025206,,2/15/20 15:08,0.3623584,,2/15/20 15:08,0.0041277,,2/15/20 15:09,65.51960297,,2/15/20 15:08,0.004586,,2/15/20 15:09,65.51960297,,2/15/20 15:09,3.237313747
2/15/20 15:19,0.0361183,,2/15/20 15:19,0.0174424,,2/15/20 15:19,0.0025104,,2/15/20 15:19,0.3603622,,2/15/20 15:19,0.0283925,,2/15/20 15:19,0.0116456,,2/15/20 15:19,0.0058921,,2/15/20 15:19,0.3510573,,2/15/20 15:19,0.0039965,,2/15/20 15:20,65.58762894,,2/15/20 15:19,0.0053947,,2/15/20 15:20,65.58762894,,2/15/20 15:20,3.236727715
2/15/20 15:29,0.03209,,2/15/20 15:29,0.0122705,,2/15/20 15:29,0.0038533,,2/15/20 15:29,0.374369,,2/15/20 15:29,0.0289642,,2/15/20 15:29,0.0137873,,2/15/20 15:29,0.0047029,,2/15/20 15:29,0.3677986,,2/15/20 15:29,0.0051216,,2/15/20 15:29,65.55361595,,2/15/20 15:29,0.0036794,,2/15/20 15:29,65.55361595,,2/15/20 15:29,3.236532211
2/15/20 15:39,0.0375687,,2/15/20 15:39,0.0141039,,2/15/20 15:39,0.0020572,,2/15/20 15:39,0.3674347,,2/15/20 15:39,0.029821,,2/15/20 15:39,0.0134845,,2/15/20 15:39,0.0051786,,2/15/20 15:39,0.3687181,,2/15/20 15:39,0.0043165,,2/15/20 15:39,66.02991104,,2/15/20 15:39,0.0045238,,2/15/20 15:39,66.02991104,,2/15/20 15:39,3.236239433
2/15/20 15:49,0.0309092,,2/15/20 15:49,0.014625,,2/15/20 15:49,0.0033071,,2/15/20 15:49,0.3579305,,2/15/20 15:49,0.02794,,2/15/20 15:49,0.0121643,,2/15/20 15:49,0.0029628,,2/15/20 15:49,0.3590037,,2/15/20 15:49,0.004523,,2/15/20 15:49,65.92783432,,2/15/20 15:49,0.0048278,,2/15/20 15:49,65.92783432,,2/15/20 15:49,3.236336946
2/15/20 15:59,0.0319813,,2/15/20 15:59,0.0166515,,2/15/20 15:59,0.0031718,,2/15/20 15:59,0.3621055,,2/15/20 15:59,0.0293256,,2/15/20 15:59,0.0127847,,2/15/20 15:59,0.0047116,,2/15/20 15:59,0.3537125,,2/15/20 15:59,0.0040782,,2/15/20 15:59,65.92783432,,2/15/20 15:59,0.0048102,,2/15/20 15:59,65.92783432,,2/15/20 15:59,3.236336946
2/15/20 16:08,0.0373493,,2/15/20 16:08,0.0125001,,2/15/20 16:08,0.0027449,,2/15/20 16:08,0.3667133,,2/15/20 16:08,0.0306263,,2/15/20 16:08,0.0162388,,2/15/20 16:08,0.0030865,,2/15/20 16:08,0.361702,,2/15/20 16:08,0.004711,,2/15/20 16:09,65.79174461,,2/15/20 16:08,0.0046274,,2/15/20 16:09,65.79174461,,2/15/20 16:09,3.23604393
2/15/20 16:18,0.0324388,,2/15/20 16:18,0.0120706,,2/15/20 16:18,0.0031365,,2/15/20 16:18,0.3579275,,2/15/20 16:18,0.0340737,,2/15/20 16:18,0.0121983,,2/15/20 16:18,0.0032139,,2/15/20 16:18,0.3606118,,2/15/20 16:18,0.003979,,2/15/20 16:19,65.48555222,,2/15/20 16:18,0.0040456,,2/15/20 16:19,65.48555222,,2/15/20 16:19,3.236532211
2/15/20 16:28,0.0312729,,2/15/20 16:28,0.0180507,,2/15/20 16:28,0.0024618,,2/15/20 16:28,0.3575939,,2/15/20 16:28,0.0433765,,2/15/20 16:28,0.0164643,,2/15/20 16:28,0.0024458,,2/15/20 16:28,0.3516052,,2/15/20 16:28,0.0045632,,2/15/20 16:28,65.72372208,,2/15/20 16:28,0.0049959,,2/15/20 16:28,65.72372208,,2/15/20 16:28,3.236239433
2/15/20 16:39,0.0353323,,2/15/20 16:39,0.0143791,,2/15/20 16:39,0.0030561,,2/15/20 16:39,0.3740053,,2/15/20 16:39,0.0314447,,2/15/20 16:39,0.0157673,,2/15/20 16:39,0.0032124,,2/15/20 16:39,0.3752188,,2/15/20 16:39,0.0044722,,2/15/20 16:39,65.48555222,,2/15/20 16:39,0.0047792,,2/15/20 16:39,65.48555222,,2/15/20 16:39,3.236141682
2/15/20 16:49,0.0329381,,2/15/20 16:49,0.0207227,,2/15/20 16:49,0.0048695,,2/15/20 16:49,0.3652045,,2/15/20 16:49,0.0368024,,2/15/20 16:49,0.0161863,,2/15/20 16:49,0.0071271,,2/15/20 16:49,0.3536799,,2/15/20 16:49,0.004195,,2/15/20 16:49,65.65565491,,2/15/20 16:49,0.0048652,,2/15/20 16:49,65.65565491,,2/15/20 16:49,3.235457897
2/15/20 16:59,0.0278822,,2/15/20 16:59,0.0123176,,2/15/20 16:59,0.0038129,,2/15/20 16:59,0.3596679,,2/15/20 16:59,0.0266671,,2/15/20 16:59,0.0139104,,2/15/20 16:59,0.0027375,,2/15/20 16:59,0.3726315,,2/15/20 16:59,0.0038931,,2/15/20 16:59,65.24742355,,2/15/20 16:59,0.0037435,,2/15/20 16:59,65.24742355,,2/15/20 16:59,3.23555541
2/15/20 17:09,0.0365193,,2/15/20 17:09,0.0124654,,2/15/20 17:09,0.002173,,2/15/20 17:09,0.3625834,,2/15/20 17:09,0.0332278,,2/15/20 17:09,0.0112114,,2/15/20 17:09,0.0022998,,2/15/20 17:09,0.3619298,,2/15/20 17:09,0.0039229,,2/15/20 17:09,65.89382477,,2/15/20 17:09,0.0039277,,2/15/20 17:09,65.89382477,,2/15/20 17:09,3.235653162
2/15/20 17:18,0.0363352,,2/15/20 17:18,0.0129791,,2/15/20 17:18,0.0052143,,2/15/20 17:18,0.3491928,,2/15/20 17:18,0.0320697,,2/15/20 17:18,0.0139894,,2/15/20 17:18,0.0035937,,2/15/20 17:18,0.3589657,,2/15/20 17:18,0.0046925,,2/15/20 17:19,65.72372208,,2/15/20 17:18,0.0042882,,2/15/20 17:19,65.72372208,,2/15/20 17:19,3.234774113
2/15/20 17:28,0.0335299,,2/15/20 17:28,0.0151444,,2/15/20 17:28,0.0040108,,2/15/20 17:28,0.3698694,,2/15/20 17:28,0.036472,,2/15/20 17:28,0.0127631,,2/15/20 17:28,0.0040921,,2/15/20 17:28,0.3750534,,2/15/20 17:28,0.0044624,,2/15/20 17:28,65.34950027,,2/15/20 17:28,0.0047748,,2/15/20 17:28,65.34950027,,2/15/20 17:28,3.235262632
2/15/20 17:38,0.0344182,,2/15/20 17:38,0.0139604,,2/15/20 17:38,0.0024393,,2/15/20 17:38,0.3683725,,2/15/20 17:38,0.0287282,,2/15/20 17:38,0.0131436,,2/15/20 17:38,0.0037968,,2/15/20 17:38,0.3505122,,2/15/20 17:38,0.0037822,,2/15/20 17:38,65.72372208,,2/15/20 17:38,0.0042236,,2/15/20 17:38,65.72372208,,2/15/20 17:38,3.234481096
2/15/20 17:49,0.0300307,,2/15/20 17:49,0.0149675,,2/15/20 17:49,0.0029328,,2/15/20 17:49,0.3760823,,2/15/20 17:49,0.0303259,,2/15/20 17:49,0.0133499,,2/15/20 17:49,0.0038043,,2/15/20 17:49,0.3621604,,2/15/20 17:49,0.0043857,,2/15/20 17:49,65.4515358,,2/15/20 17:49,0.0048407,,2/15/20 17:49,65.4515358,,2/15/20 17:49,3.234578609
2/15/20 17:59,0.0320386,,2/15/20 17:59,0.0175194,,2/15/20 17:59,0.0070883,,2/15/20 17:59,0.3612789,,2/15/20 17:59,0.0313801,,2/15/20 17:59,0.0167405,,2/15/20 17:59,0.0037227,,2/15/20 17:59,0.3621197,,2/15/20 17:59,0.0053582,,2/15/20 18:00,65.79174461,,2/15/20 17:59,0.0048342,,2/15/20 18:00,65.79174461,,2/15/20 18:00,3.233992815
2/15/20 18:09,0.0380158,,2/15/20 18:09,0.0146149,,2/15/20 18:09,0.0020576,,2/15/20 18:09,0.3757005,,2/15/20 18:09,0.0306938,,2/15/20 18:09,0.012196,,2/15/20 18:09,0.0035053,,2/15/20 18:09,0.3760514,,2/15/20 18:09,0.0037578,,2/15/20 18:10,65.75773163,,2/15/20 18:09,0.0042761,,2/15/20 18:10,65.75773163,,2/15/20 18:10,3.234383345
2/15/20 18:19,0.0350035,,2/15/20 18:19,0.0149184,,2/15/20 18:19,0.0033892,,2/15/20 18:19,0.3836838,,2/15/20 18:19,0.0301412,,2/15/20 18:19,0.0147843,,2/15/20 18:19,0.0030114,,2/15/20 18:19,0.3704781,,2/15/20 18:19,0.0042085,,2/15/20 18:20,65.89382477,,2/15/20 18:19,0.0044605,,2/15/20 18:20,65.89382477,,2/15/20 18:20,3.234774113
2/15/20 18:28,0.0331345,,2/15/20 18:28,0.0129304,,2/15/20 18:28,0.0038172,,2/15/20 18:28,0.3699986,,2/15/20 18:28,0.0282327,,2/15/20 18:28,0.0121891,,2/15/20 18:28,0.0031598,,2/15/20 18:28,0.3684604,,2/15/20 18:28,0.004548,,2/15/20 18:29,65.68970566,,2/15/20 18:28,0.0042427,,2/15/20 18:29,65.68970566,,2/15/20 18:29,3.234090328
2/15/20 18:38,0.0351555,,2/15/20 18:38,0.012975,,2/15/20 18:38,0.0022621,,2/15/20 18:38,0.3605546,,2/15/20 18:38,0.0312514,,2/15/20 18:38,0.0119248,,2/15/20 18:38,0.0034332,,2/15/20 18:38,0.3550576,,2/15/20 18:38,0.0038671,,2/15/20 18:39,65.72372208,,2/15/20 18:38,0.004076,,2/15/20 18:39,65.72372208,,2/15/20 18:39,3.233992815
2/15/20 18:48,0.0314671,,2/15/20 18:48,0.0142252,,2/15/20 18:48,0.0029045,,2/15/20 18:48,0.3665841,,2/15/20 18:48,0.0347361,,2/15/20 18:48,0.0121766,,2/15/20 18:48,0.0032265,,2/15/20 18:48,0.3658894,,2/15/20 18:48,0.0035464,,2/15/20 18:50,66.23403015,,2/15/20 18:48,0.0044849,,2/15/20 18:50,66.23403015,,2/15/20 18:50,3.233992815
2/15/20 18:59,0.032349,,2/15/20 18:59,0.0158281,,2/15/20 18:59,0.0032006,,2/15/20 18:59,0.3453635,,2/15/20 18:59,0.0308032,,2/15/20 18:59,0.0134619,,2/15/20 18:59,0.0032498,,2/15/20 18:59,0.3470897,,2/15/20 18:59,0.0052366,,2/15/20 19:00,66.02991104,,2/15/20 18:59,0.0054298,,2/15/20 19:00,66.02991104,,2/15/20 19:00,3.233504295
2/15/20 19:09,0.0338431,,2/15/20 19:09,0.0112974,,2/15/20 19:09,0.0035631,,2/15/20 19:09,0.3886252,,2/15/20 19:09,0.0293564,,2/15/20 19:09,0.0136492,,2/15/20 19:09,0.0028999,,2/15/20 19:09,0.3711535,,2/15/20 19:09,0.0039794,,2/15/20 19:10,65.58762894,,2/15/20 19:09,0.0039232,,2/15/20 19:10,65.58762894,,2/15/20 19:10,3.233992815
2/15/20 19:19,0.0332512,,2/15/20 19:19,0.013022,,2/15/20 19:19,0.0043564,,2/15/20 19:19,0.3580478,,2/15/20 19:19,0.0290186,,2/15/20 19:19,0.0153781,,2/15/20 19:19,0.0036792,,2/15/20 19:19,0.3582822,,2/15/20 19:19,0.0043865,,2/15/20 19:20,65.48555222,,2/15/20 19:19,0.0038061,,2/15/20 19:20,65.48555222,,2/15/20 19:20,3.233797312
2/15/20 19:29,0.0327559,,2/15/20 19:29,0.0177358,,2/15/20 19:29,0.0034326,,2/15/20 19:29,0.3619943,,2/15/20 19:29,0.0330676,,2/15/20 19:29,0.0150426,,2/15/20 19:29,0.0043983,,2/15/20 19:29,0.3510303,,2/15/20 19:29,0.0042928,,2/15/20 19:29,65.62163849,,2/15/20 19:29,0.0054376,,2/15/20 19:29,65.62163849,,2/15/20 19:29,3.233601809
2/15/20 19:38,0.035284,,2/15/20 19:38,0.0126124,,2/15/20 19:38,0.0022025,,2/15/20 19:38,0.3609483,,2/15/20 19:38,0.0314938,,2/15/20 19:38,0.0127242,,2/15/20 19:38,0.0041965,,2/15/20 19:38,0.3692957,,2/15/20 19:38,0.0042675,,2/15/20 19:39,65.92783432,,2/15/20 19:38,0.0041806,,2/15/20 19:39,65.92783432,,2/15/20 19:39,3.233309031
2/15/20 19:48,0.0337461,,2/15/20 19:48,0.01197,,2/15/20 19:48,0.0040861,,2/15/20 19:48,0.365469,,2/15/20 19:48,0.0314975,,2/15/20 19:48,0.0163101,,2/15/20 19:48,0.0033468,,2/15/20 19:48,0.3753218,,2/15/20 19:48,0.0045305,,2/15/20 19:49,65.8257576,,2/15/20 19:48,0.0043626,,2/15/20 19:49,65.8257576,,2/15/20 19:49,3.232625008
2/15/20 19:59,0.0424904,,2/15/20 19:59,0.014249,,2/15/20 19:59,0.0023751,,2/15/20 19:59,0.3767075,,2/15/20 19:59,0.0310635,,2/15/20 19:59,0.0110933,,2/15/20 19:59,0.0041599,,2/15/20 19:59,0.3681946,,2/15/20 19:59,0.003587,,2/15/20 20:00,65.89382477,,2/15/20 19:59,0.0049613,,2/15/20 20:00,65.89382477,,2/15/20 20:00,3.233504295
2/15/20 20:09,0.0358213,,2/15/20 20:09,0.0151907,,2/15/20 20:09,0.0043388,,2/15/20 20:09,0.3571521,,2/15/20 20:09,0.0309961,,2/15/20 20:09,0.0158513,,2/15/20 20:09,0.0034539,,2/15/20 20:09,0.346032,,2/15/20 20:09,0.0049243,,2/15/20 20:10,65.48555222,,2/15/20 20:09,0.0046413,,2/15/20 20:10,65.48555222,,2/15/20 20:10,3.232429743
2/15/20 20:19,0.0347705,,2/15/20 20:19,0.0139589,,2/15/20 20:19,0.0020356,,2/15/20 20:19,0.3648798,,2/15/20 20:19,0.0304362,,2/15/20 20:19,0.0140632,,2/15/20 20:19,0.0054967,,2/15/20 20:19,0.36286,,2/15/20 20:19,0.0043765,,2/15/20 20:19,65.75773163,,2/15/20 20:19,0.0051271,,2/15/20 20:19,65.75773163,,2/15/20 20:19,3.232722759
2/15/20 20:29,0.0312979,,2/15/20 20:29,0.0142791,,2/15/20 20:29,0.0042933,,2/15/20 20:29,0.368622,,2/15/20 20:29,0.0370998,,2/15/20 20:29,0.0145853,,2/15/20 20:29,0.003365,,2/15/20 20:29,0.373353,,2/15/20 20:29,0.004548,,2/15/20 20:29,65.85980835,,2/15/20 20:29,0.0047944,,2/15/20 20:29,65.85980835,,2/15/20 20:29,3.232625008
2/15/20 20:39,0.0300579,,2/15/20 20:39,0.0145783,,2/15/20 20:39,0.0050135,,2/15/20 20:39,0.3659138,,2/15/20 20:39,0.0302083,,2/15/20 20:39,0.0116398,,2/15/20 20:39,0.0043472,,2/15/20 20:39,0.3445973,,2/15/20 20:39,0.0046758,,2/15/20 20:39,65.62163849,,2/15/20 20:39,0.0047073,,2/15/20 20:39,65.62163849,,2/15/20 20:39,3.23233223
2/15/20 20:48,0.030925,,2/15/20 20:48,0.0139313,,2/15/20 20:48,0.0042029,,2/15/20 20:48,0.3626105,,2/15/20 20:48,0.0299828,,2/15/20 20:48,0.0163249,,2/15/20 20:48,0.0027235,,2/15/20 20:48,0.3675871,,2/15/20 20:48,0.0048397,,2/15/20 20:49,66.23403015,,2/15/20 20:48,0.0045324,,2/15/20 20:49,66.23403015,,2/15/20 20:49,3.232136726
2/15/20 20:58,0.0314626,,2/15/20 20:58,0.0150782,,2/15/20 20:58,0.0048643,,2/15/20 20:58,0.3573144,,2/15/20 20:58,0.030881,,2/15/20 20:58,0.0150003,,2/15/20 20:58,0.0045592,,2/15/20 20:58,0.3645524,,2/15/20 20:58,0.0044222,,2/15/20 20:59,65.92783432,,2/15/20 20:58,0.0049272,,2/15/20 20:59,65.92783432,,2/15/20 20:59,3.231745958
2/15/20 21:09,0.0309482,,2/15/20 21:09,0.0171269,,2/15/20 21:09,0.0023741,,2/15/20 21:09,0.3726767,,2/15/20 21:09,0.0293515,,2/15/20 21:09,0.0133707,,2/15/20 21:09,0.0049321,,2/15/20 21:09,0.3519279,,2/15/20 21:09,0.0039273,,2/15/20 21:10,65.79174461,,2/15/20 21:09,0.0058162,,2/15/20 21:10,65.79174461,,2/15/20 21:10,3.232136726
2/15/20 21:19,0.0362234,,2/15/20 21:19,0.0158356,,2/15/20 21:19,0.0027891,,2/15/20 21:19,0.3788656,,2/15/20 21:19,0.0316281,,2/15/20 21:19,0.0109908,,2/15/20 21:19,0.0035929,,2/15/20 21:19,0.3564461,,2/15/20 21:19,0.0039312,,2/15/20 21:19,65.85980835,,2/15/20 21:19,0.0050521,,2/15/20 21:19,65.85980835,,2/15/20 21:19,3.23184371
2/15/20 21:29,0.0398569,,2/15/20 21:29,0.0179261,,2/15/20 21:29,0.0020463,,2/15/20 21:29,0.3564156,,2/15/20 21:29,0.0301439,,2/15/20 21:29,0.011337,,2/15/20 21:29,0.003712,,2/15/20 21:29,0.3738846,,2/15/20 21:29,0.0039194,,2/15/20 21:29,65.92783432,,2/15/20 21:29,0.0049524,,2/15/20 21:29,65.92783432,,2/15/20 21:29,3.230866909
2/15/20 21:39,0.0313052,,2/15/20 21:39,0.0102013,,2/15/20 21:39,0.0019943,,2/15/20 21:39,0.3547715,,2/15/20 21:39,0.0340844,,2/15/20 21:39,0.0122799,,2/15/20 21:39,0.0016924,,2/15/20 21:39,0.3567607,,2/15/20 21:39,0.0041655,,2/15/20 21:39,65.62163849,,2/15/20 21:39,0.0033875,,2/15/20 21:39,65.62163849,,2/15/20 21:39,3.231648207
2/15/20 21:49,0.0310096,,2/15/20 21:49,0.0164061,,2/15/20 21:49,0.0030833,,2/15/20 21:49,0.3695868,,2/15/20 21:49,0.0326016,,2/15/20 21:49,0.0123404,,2/15/20 21:49,0.0035811,,2/15/20 21:49,0.3642595,,2/15/20 21:49,0.0043023,,2/15/20 21:49,66.02991104,,2/15/20 21:49,0.0049287,,2/15/20 21:49,66.02991104,,2/15/20 21:49,3.232039213
2/15/20 21:58,0.0282648,,2/15/20 21:58,0.0143343,,2/15/20 21:58,0.0024851,,2/15/20 21:58,0.3847809,,2/15/20 21:58,0.0301329,,2/15/20 21:58,0.0147228,,2/15/20 21:58,0.0043829,,2/15/20 21:58,0.3618837,,2/15/20 21:58,0.0046062,,2/15/20 21:59,65.89382477,,2/15/20 21:58,0.0046996,,2/15/20 21:59,65.89382477,,2/15/20 21:59,3.23184371
2/15/20 22:08,0.0362053,,2/15/20 22:08,0.0136896,,2/15/20 22:08,0.0030003,,2/15/20 22:08,0.38326,,2/15/20 22:08,0.0305887,,2/15/20 22:08,0.0120087,,2/15/20 22:08,0.0022791,,2/15/20 22:08,0.3801981,,2/15/20 22:08,0.003965,,2/15/20 22:09,65.8257576,,2/15/20 22:08,0.0043727,,2/15/20 22:09,65.8257576,,2/15/20 22:09,3.230866909
2/15/20 22:19,0.0328527,,2/15/20 22:19,0.0118837,,2/15/20 22:19,0.0023731,,2/15/20 22:19,0.3673776,,2/15/20 22:19,0.0311896,,2/15/20 22:19,0.0123183,,2/15/20 22:19,0.0030143,,2/15/20 22:19,0.3655613,,2/15/20 22:19,0.0041692,,2/15/20 22:19,65.85980835,,2/15/20 22:19,0.0041729,,2/15/20 22:19,65.85980835,,2/15/20 22:19,3.231550694
2/15/20 22:29,0.0401007,,2/15/20 22:29,0.0128435,,2/15/20 22:29,0.0037866,,2/15/20 22:29,0.3590667,,2/15/20 22:29,0.0332868,,2/15/20 22:29,0.0134642,,2/15/20 22:29,0.0020746,,2/15/20 22:29,0.3539402,,2/15/20 22:29,0.0044703,,2/15/20 22:29,65.99586029,,2/15/20 22:29,0.0049541,,2/15/20 22:29,65.99586029,,2/15/20 22:29,3.230280876
2/15/20 22:39,0.0317541,,2/15/20 22:39,0.014588,,2/15/20 22:39,0.0048485,,2/15/20 22:39,0.3749852,,2/15/20 22:39,0.0294251,,2/15/20 22:39,0.0140792,,2/15/20 22:39,0.0051305,,2/15/20 22:39,0.3626187,,2/15/20 22:39,0.0045809,,2/15/20 22:39,66.06392746,,2/15/20 22:39,0.0044172,,2/15/20 22:39,66.06392746,,2/15/20 22:39,3.230769157
2/15/20 22:49,0.0413444,,2/15/20 22:49,0.0179598,,2/15/20 22:49,0.0046114,,2/15/20 22:49,0.3729563,,2/15/20 22:49,0.0297881,,2/15/20 22:49,0.0162732,,2/15/20 22:49,0.003608,,2/15/20 22:49,0.3806076,,2/15/20 22:49,0.004817,,2/15/20 22:49,66.02991104,,2/15/20 22:49,0.0048694,,2/15/20 22:49,66.02991104,,2/15/20 22:49,3.230573893
2/15/20 22:59,0.0330807,,2/15/20 22:59,0.0119709,,2/15/20 22:59,0.003987,,2/15/20 22:59,0.3748108,,2/15/20 22:59,0.0307627,,2/15/20 22:59,0.0110031,,2/15/20 22:59,0.0027126,,2/15/20 22:59,0.3627435,,2/15/20 22:59,0.0039987,,2/15/20 22:59,65.96184731,,2/15/20 22:59,0.0040593,,2/15/20 22:59,65.96184731,,2/15/20 22:59,3.230183125
2/15/20 23:08,0.0383814,,2/15/20 23:08,0.0103723,,2/15/20 23:08,0.0055742,,2/15/20 23:08,0.3549458,,2/15/20 23:08,0.0338108,,2/15/20 23:08,0.0154467,,2/15/20 23:08,0.0053128,,2/15/20 23:08,0.3702125,,2/15/20 23:08,0.0049362,,2/15/20 23:09,65.65565491,,2/15/20 23:08,0.0041988,,2/15/20 23:09,65.65565491,,2/15/20 23:09,3.230573893
2/15/20 23:18,0.0400718,,2/15/20 23:18,0.0145909,,2/15/20 23:18,0.003011,,2/15/20 23:18,0.3619492,,2/15/20 23:18,0.0279844,,2/15/20 23:18,0.0109258,,2/15/20 23:18,0.0038866,,2/15/20 23:18,0.3678448,,2/15/20 23:18,0.0040812,,2/15/20 23:19,65.75773163,,2/15/20 23:18,0.0050486,,2/15/20 23:19,65.75773163,,2/15/20 23:19,3.230280876
2/15/20 23:28,0.0296016,,2/15/20 23:28,0.0130283,,2/15/20 23:28,0.0032296,,2/15/20 23:28,0.3752316,,2/15/20 23:28,0.0290892,,2/15/20 23:28,0.01179,,2/15/20 23:28,0.0039035,,2/15/20 23:28,0.3482884,,2/15/20 23:28,0.0044124,,2/15/20 23:30,66.09793701,,2/15/20 23:28,0.0042364,,2/15/20 23:30,66.09793701,,2/15/20 23:30,3.230085611
2/15/20 23:39,0.0297174,,2/15/20 23:39,0.0117238,,2/15/20 23:39,0.0030963,,2/15/20 23:39,0.3626225,,2/15/20 23:39,0.0356193,,2/15/20 23:39,0.0116506,,2/15/20 23:39,0.0036597,,2/15/20 23:39,0.3567255,,2/15/20 23:39,0.0042234,,2/15/20 23:40,65.55361595,,2/15/20 23:39,0.0038972,,2/15/20 23:40,65.55361595,,2/15/20 23:40,3.230280876
2/15/20 23:49,0.0287131,,2/15/20 23:49,0.0159898,,2/15/20 23:49,0.0023438,,2/15/20 23:49,0.3582341,,2/15/20 23:49,0.031593,,2/15/20 23:49,0.0117405,,2/15/20 23:49,0.0026052,,2/15/20 23:49,0.3778793,,2/15/20 23:49,0.0036302,,2/15/20 23:50,66.02991104,,2/15/20 23:49,0.0043974,,2/15/20 23:50,66.02991104,,2/15/20 23:50,3.22998786
2/15/20 23:59,0.0387517,,2/15/20 23:59,0.0148939,,2/15/20 23:59,0.0028797,,2/15/20 23:59,0.3631094,,2/15/20 23:59,0.0304993,,2/15/20 23:59,0.0114868,,2/15/20 23:59,0.0028431,,2/15/20 23:59,0.3730518,,2/15/20 23:59,0.0041788,,2/16/20 00:00,65.72372208,,2/15/20 23:59,0.0045961,,2/16/20 00:00,65.72372208,,2/16/20 00:00,3.230378628
2/16/20 00:09,0.0316049,,2/16/20 00:09,0.0141814,,2/16/20 00:09,0.0026917,,2/16/20 00:09,0.370711,,2/16/20 00:09,0.0290546,,2/16/20 00:09,0.0121245,,2/16/20 00:09,0.0033114,,2/16/20 00:09,0.3672997,,2/16/20 00:09,0.0042642,,2/16/20 00:09,65.62163849,,2/16/20 00:09,0.0045711,,2/16/20 00:09,65.62163849,,2/16/20 00:09,3.229597092
2/16/20 00:18,0.0332972,,2/16/20 00:18,0.0126105,,2/16/20 00:18,0.0031278,,2/16/20 00:18,0.3533438,,2/16/20 00:18,0.0299601,,2/16/20 00:18,0.0168758,,2/16/20 00:18,0.0051061,,2/16/20 00:18,0.3629957,,2/16/20 00:18,0.0046075,,2/16/20 00:19,66.16596298,,2/16/20 00:18,0.0044684,,2/16/20 00:19,66.16596298,,2/16/20 00:19,3.229206324
2/16/20 00:28,0.0364532,,2/16/20 00:28,0.0124242,,2/16/20 00:28,0.0032289,,2/16/20 00:28,0.365484,,2/16/20 00:28,0.0322622,,2/16/20 00:28,0.0121318,,2/16/20 00:28,0.0043119,,2/16/20 00:28,0.350759,,2/16/20 00:28,0.003727,,2/16/20 00:29,65.65565491,,2/16/20 00:28,0.0040614,,2/16/20 00:29,65.65565491,,2/16/20 00:29,3.229401827
2/16/20 00:38,0.0368316,,2/16/20 00:38,0.0123605,,2/16/20 00:38,0.0022812,,2/16/20 00:38,0.3569176,,2/16/20 00:38,0.0369499,,2/16/20 00:38,0.0126731,,2/16/20 00:38,0.0042633,,2/16/20 00:38,0.3561072,,2/16/20 00:38,0.0046314,,2/16/20 00:39,66.37011986,,2/16/20 00:38,0.0039288,,2/16/20 00:39,66.37011986,,2/16/20 00:39,3.22949934
2/16/20 00:49,0.0359823,,2/16/20 00:49,0.0134028,,2/16/20 00:49,0.0044249,,2/16/20 00:49,0.3667795,,2/16/20 00:49,0.0364169,,2/16/20 00:49,0.0142803,,2/16/20 00:49,0.0026595,,2/16/20 00:49,0.3671478,,2/16/20 00:49,0.0046699,,2/16/20 00:50,65.79174461,,2/16/20 00:49,0.0045422,,2/16/20 00:50,65.79174461,,2/16/20 00:50,3.229304075
2/16/20 00:59,0.0351405,,2/16/20 00:59,0.0126556,,2/16/20 00:59,0.0026692,,2/16/20 00:59,0.3709695,,2/16/20 00:59,0.0339245,,2/16/20 00:59,0.0114838,,2/16/20 00:59,0.0050487,,2/16/20 00:59,0.3672563,,2/16/20 00:59,0.0040761,,2/16/20 01:00,65.72372208,,2/16/20 00:59,0.0048563,,2/16/20 01:00,65.72372208,,2/16/20 01:00,3.229206324
2/16/20 01:09,0.0325075,,2/16/20 01:09,0.0165064,,2/16/20 01:09,0.0037981,,2/16/20 01:09,0.359223,,2/16/20 01:09,0.0306883,,2/16/20 01:09,0.015576,,2/16/20 01:09,0.0049981,,2/16/20 01:09,0.3778359,,2/16/20 01:09,0.004785,,2/16/20 01:09,65.89382477,,2/16/20 01:09,0.0052869,,2/16/20 01:09,65.89382477,,2/16/20 01:09,3.229597092
